Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time,Comment
2019-09-12,Seated Calf Raise Machine,Calfs,20.0,17,,,,""
2019-09-12,Seated Calf Raise Machine,Calfs,20.0,17,,,,""
2019-09-12,Seated Calf Raise Machine,Calfs,20.0,15,,,,""
2019-09-12,Romanian Deadlift,Legs,25.0,8,,,,""
2019-09-12,Romanian Deadlift,Legs,25.0,8,,,,""
2019-09-12,Romanian Deadlift,Legs,30.0,24,,,,"Rest pause"
2019-09-12,Neutral Grip Lat Pulldown,Back,55.0,8,,,,""
2019-09-12,Neutral Grip Lat Pulldown,Back,55.0,8,,,,""
2019-09-12,Neutral Grip Lat Pulldown,Back,65.0,16,,,,""
2019-09-12,Barbell Shrug,Back,10.0,15,,,,""
2019-09-12,Barbell Shrug,Back,10.0,15,,,,""
2019-09-12,Barbell Shrug,Back,10.0,22,,,,""
2019-09-12,Rear Delt Machine Fly,Shoulders,45.0,8,,,,""
2019-09-12,Rear Delt Machine Fly,Shoulders,45.0,11,,,,""
2019-09-12,Rear Delt Machine Fly,Shoulders,50.0,6,,,,"110- 6, 77- 8, 44-11 all pounds"
2019-09-12,Reverse Barbell Curl,Biceps,10.0,8,,,,""
2019-09-12,EZ-Bar Curl,Biceps,20.0,5,,,,""
2019-09-12,EZ-Bar Curl,Biceps,20.0,4,,,,""
2019-09-12,EZ-Bar Curl,Biceps,20.0,10,,,,""
2019-09-12,Reverse Barbell Curl,Biceps,10.0,10,,,,""
2019-09-12,Reverse Barbell Curl,Biceps,10.0,9,,,,""
2019-09-12,Treadmill,Cardio,,,1.78,km,0:15:00,""
2019-09-13,Glute Bridge,Legs,0.0,20,,,,""
2019-09-13,Glute Bridge,Legs,0.0,20,,,,""
2019-09-13,Glute Bridge,Legs,0.0,20,,,,""
2019-09-13,Barbell Front Squat,Legs,40.0,8,,,,""
2019-09-13,Barbell Front Squat,Legs,40.0,8,,,,""
2019-09-13,Barbell Front Squat,Legs,45.0,13,,,,"6,4,3"
2019-09-13,Flat Dumbbell Bench Press,Chest,30.0,8,,,,""
2019-09-13,Flat Dumbbell Bench Press,Chest,30.0,8,,,,""
2019-09-13,Flat Dumbbell Bench Press,Chest,30.0,11,,,,"5,3,3"
2019-09-13,One-Arm Standing Dumbbell Press,Shoulders,12.5,12,,,,""
2019-09-13,One-Arm Standing Dumbbell Press,Shoulders,15.0,9,,,,""
2019-09-13,One-Arm Standing Dumbbell Press,Shoulders,17.5,11,,,,"6,3,2"
2019-09-13,Lateral Machine Raise,Shoulders,20.0,13,,,,""
2019-09-13,Lateral Machine Raise,Shoulders,20.0,12,,,,""
2019-09-13,Lateral Machine Raise,Shoulders,20.0,11,,,,"44-12, 33-5, 22- 6"
2019-09-13,Lying Triceps Extension,Triceps,20.0,12,,,,""
2019-09-13,Lying Triceps Extension,Triceps,25.0,9,,,,""
2019-09-13,Lying Triceps Extension,Triceps,25.0,5,,,,""
2019-09-13,Treadmill,Cardio,,,2.28,km,0:20:00,""
2019-09-14,Seated Calf Raise Machine,Calfs,20.0,18,,,,""
2019-09-14,Seated Calf Raise Machine,Calfs,20.0,20,,,,""
2019-09-14,Seated Calf Raise Machine,Calfs,20.0,33,,,,"18,8,7"
2019-09-14,Seated Leg Curl Machine,Hamstring,25.0,11,,,,""
2019-09-14,Seated Leg Curl Machine,Hamstring,25.0,14,,,,""
2019-09-14,Seated Leg Curl Machine,Hamstring,30.0,8,,,,"66-8,55-7,44-10"
2019-09-14,Bent Over Dumbbell Row,Back,30.0,8,,,,""
2019-09-14,Bent Over Dumbbell Row,Back,30.0,8,,,,""
2019-09-14,Bent Over Dumbbell Row,Back,30.0,14,,,,"8,3,3"
2019-09-14,Dorian Row,Back,30.0,12,,,,""
2019-09-14,Dorian Row,Back,30.0,12,,,,""
2019-09-14,Dorian Row,Back,30.0,6,,,,""
2019-09-14,Barbell Shrug,Back,10.0,15,,,,""
2019-09-14,Barbell Shrug,Back,10.0,15,,,,""
2019-09-14,Barbell Shrug,Back,10.0,37,,,,""
2019-09-14,Reverse Barbell Curl,Biceps,20.0,6,,,,""
2019-09-14,Reverse Barbell Curl,Biceps,10.0,10,,,,""
2019-09-14,Reverse Barbell Curl,Biceps,10.0,12,,,,""
2019-09-14,Machine Preacher Curl,Biceps,10.0,10,,,,""
2019-09-14,Machine Preacher Curl,Biceps,10.0,8,,,,""
2019-09-14,Machine Preacher Curl,Biceps,10.0,6,,,,""
2019-09-14,Farmer Walk,Conditioning Work,80.0,2,,,,""
2019-09-14,Treadmill,Cardio,,,1.9,km,0:17:00,""
2019-09-15,Glute Bridge,Legs,0.0,20,,,,""
2019-09-15,Glute Bridge,Legs,0.0,20,,,,""
2019-09-15,Glute Bridge,Legs,0.0,20,,,,""
2019-09-15,Leg Extension Machine,Legs,15.0,14,,,,""
2019-09-15,Leg Extension Machine,Legs,25.0,12,,,,""
2019-09-15,Leg Extension Machine,Legs,30.0,8,,,,"30-8, 25-8,20-7"
2019-09-15,Decline Dumbbell Bench Press,Chest,25.0,6,,,,""
2019-09-15,Seated Machine Fly,Chest,50.0,8,,,,""
2019-09-15,Seated Machine Fly,Chest,50.0,6,,,,""
2019-09-15,Seated Machine Fly,Chest,50.0,6,,,,""
2019-09-15,Seated Dumbbell Press,Shoulders,20.0,7,,,,""
2019-09-15,Seated Dumbbell Press,Shoulders,20.0,8,,,,""
2019-09-15,Seated Dumbbell Press,Shoulders,20.0,11,,,,"5,3,3"
2019-09-15,Tricep Dip Machine,Triceps,20.0,12,,,,""
2019-09-15,Tricep Dip Machine,Triceps,20.0,11,,,,""
2019-09-15,Tricep Dip Machine,Triceps,20.0,23,,,,"10,8,5"
2019-09-15,Decline Dumbbell Bench Press,Chest,25.0,9,,,,""
2019-09-15,Decline Dumbbell Bench Press,Chest,25.0,8,,,,""
2019-09-15,Decline Dumbbell Bench Press,Chest,25.0,8,,,,""
2019-09-15,Prawler Push,Conditioning Work,100.0,4,,,,""
2019-09-16,Leg Press Calf,Calfs,20.0,15,,,,""
2019-09-16,Leg Press Calf,Calfs,40.0,15,,,,""
2019-09-16,Leg Press Calf,Calfs,40.0,15,,,,""
2019-09-16,Trap Bar Deadlift,Back,80.0,9,,,,""
2019-09-16,Trap Bar Deadlift,Back,80.0,5,,,,""
2019-09-16,Trap Bar Deadlift,Back,80.0,9,,,,"Not so good"
2019-09-16,Supinated Lat Pulldown,Back,55.0,13,,,,""
2019-09-16,Supinated Lat Pulldown,Back,65.0,10,,,,""
2019-09-16,Supinated Lat Pulldown,Back,65.0,7,,,,"65-7, 55- 7, 45-10 not so good"
2019-09-16,Seated Cable Row,Back,55.0,8,,,,""
2019-09-16,Seated Cable Row,Back,55.0,8,,,,""
2019-09-16,Seated Cable Row,Back,55.0,4,,,,""
2019-09-16,Barbell Shrug,Back,15.0,15,,,,""
2019-09-16,Barbell Shrug,Back,15.0,13,,,,""
2019-09-16,Barbell Shrug,Back,15.0,31,,,,"13,9,9"
2019-09-16,Reverse Barbell Curl,Biceps,10.0,12,,,,""
2019-09-16,Reverse Barbell Curl,Biceps,10.0,10,,,,""
2019-09-16,Reverse Barbell Curl,Biceps,10.0,8,,,,""
2019-09-16,Dumbbell Hammer Curl,Biceps,10.0,10,,,,""
2019-09-16,Dumbbell Hammer Curl,Biceps,12.5,10,,,,""
2019-09-16,Dumbbell Hammer Curl,Biceps,12.5,7,,,,"12.5-7,10-7,7.5-7"
2019-09-17,Leg Press,Legs,60.0,15,,,,""
2019-09-17,Leg Press,Legs,60.0,15,,,,""
2019-09-17,Leg Press,Legs,60.0,15,,,,""
2019-09-17,Hack Squat Machine,Legs,20.0,10,,,,""
2019-09-17,Hack Squat Machine,Legs,20.0,10,,,,""
2019-09-17,Hack Squat Machine,Legs,20.0,6,,,,""
2019-09-17,Romain Chair,Abs,,11,,,,""
2019-09-17,Glute Bridge,Legs,0.0,20,,,,""
2019-09-17,Glute Bridge,Legs,0.0,20,,,,""
2019-09-17,Glute Bridge,Legs,0.0,20,,,,""
2019-09-17,Incline Dumbbell Bench Press,Chest,25.0,8,,,,""
2019-09-17,Incline Dumbbell Bench Press,Chest,25.0,9,,,,""
2019-09-17,Incline Dumbbell Bench Press,Chest,25.0,6,,,,"25-6, 20-5,  17.5-5"
2019-09-17,Hammer Strength Shoulder Press,Shoulders,15.0,11,,,,""
2019-09-17,Hammer Strength Shoulder Press,Shoulders,15.0,9,,,,""
2019-09-17,Hammer Strength Shoulder Press,Shoulders,15.0,6,,,,""
2019-09-17,Straight-Arm Cable Pushdown,Triceps,45.0,10,,,,""
2019-09-17,Straight-Arm Cable Pushdown,Triceps,45.0,9,,,,""
2019-09-17,Straight-Arm Cable Pushdown,Triceps,45.0,6,,,,"45-6,35-8,25-12"
2019-09-17,Romain Chair,Abs,,11,,,,""
2019-09-17,Romain Chair,Abs,,12,,,,""
2019-09-19,Seated Calf Raise Machine,Calfs,20.0,20,,,,""
2019-09-19,Seated Calf Raise Machine,Calfs,20.0,20,,,,""
2019-09-19,Seated Calf Raise Machine,Calfs,20.0,38,,,,"18,10,10"
2019-09-19,Romanian Deadlift,Legs,25.0,12,,,,""
2019-09-19,Romanian Deadlift,Legs,25.0,12,,,,""
2019-09-19,Romanian Deadlift,Legs,30.0,25,,,,"10,7,8"
2019-09-19,Neutral Grip Lat Pulldown,Back,55.0,12,,,,""
2019-09-19,Neutral Grip Lat Pulldown,Back,55.0,11,,,,""
2019-09-19,Neutral Grip Lat Pulldown,Back,60.0,4,,,,"4,2"
2019-09-19,Barbell Shrug,Back,15.0,15,,,,""
2019-09-19,Barbell Shrug,Back,15.0,15,,,,""
2019-09-19,Barbell Shrug,Back,15.0,33,,,,"15,9,9"
2019-09-19,Rear Delt Machine Fly,Shoulders,45.0,12,,,,""
2019-09-19,Rear Delt Machine Fly,Shoulders,45.0,9,,,,""
2019-09-19,Rear Delt Machine Fly,Shoulders,50.0,7,,,,"110-7,77-9,44-11"
2019-09-19,Reverse Barbell Curl,Biceps,10.0,12,,,,""
2019-09-19,Reverse Barbell Curl,Biceps,10.0,12,,,,""
2019-09-19,Reverse Barbell Curl,Biceps,10.0,10,,,,""
2019-09-19,EZ-Bar Curl,Biceps,20.0,6,,,,""
2019-09-19,EZ-Bar Curl,Biceps,20.0,6,,,,""
2019-09-19,EZ-Bar Curl,Biceps,20.0,10,,,,""
2019-09-19,Treadmill,Cardio,,,1.7,km,0:15:00,""
2019-09-20,Glute Bridge,Legs,0.0,20,,,,""
2019-09-20,Glute Bridge,Legs,0.0,25,,,,""
2019-09-20,Glute Bridge,Legs,0.0,25,,,,""
2019-09-20,Barbell Front Squat,Legs,40.0,10,,,,""
2019-09-20,Barbell Front Squat,Legs,40.0,11,,,,""
2019-09-20,Barbell Front Squat,Legs,45.0,16,,,,"7,5,4"
2019-09-20,Flat Dumbbell Bench Press,Chest,30.0,9,,,,""
2019-09-20,Flat Dumbbell Bench Press,Chest,30.0,8,,,,""
2019-09-20,Flat Dumbbell Bench Press,Chest,30.0,12,,,,"6,3,3 shoulder pain"
2019-09-20,One-Arm Standing Dumbbell Press,Shoulders,15.0,9,,,,""
2019-09-20,One-Arm Standing Dumbbell Press,Shoulders,15.0,11,,,,""
2019-09-20,One-Arm Standing Dumbbell Press,Shoulders,17.5,14,,,,"7,4,3"
2019-09-20,Lateral Machine Raise,Shoulders,20.0,15,,,,""
2019-09-20,Lateral Machine Raise,Shoulders,20.0,15,,,,""
2019-09-20,Lateral Machine Raise,Shoulders,20.0,14,,,,"44-14,33-8,22-8,15"
2019-09-20,Lying Triceps Extension,Triceps,25.0,12,,,,""
2019-09-20,Lying Triceps Extension,Triceps,25.0,12,,,,""
2019-09-20,Lying Triceps Extension,Triceps,25.0,6,,,,""
2019-09-20,Empty Vaccum Hold,Abs,,,,,0:00:20,""
2019-09-20,Empty Vaccum Hold,Abs,,,,,0:00:20,""
2019-09-20,Empty Vaccum Hold,Abs,,,,,0:00:20,""
2019-09-21,Seated Calf Raise Machine,Calfs,20.0,25,,,,""
2019-09-21,Seated Calf Raise Machine,Calfs,20.0,22,,,,""
2019-09-21,Seated Calf Raise Machine,Calfs,20.0,43,,,,"20,12,11"
2019-09-21,Seated Leg Curl Machine,Hamstring,25.0,15,,,,""
2019-09-21,Seated Leg Curl Machine,Hamstring,30.0,10,,,,""
2019-09-21,Seated Leg Curl Machine,Hamstring,30.0,10,,,,"66-10,55-8,44-10"
2019-09-21,Bent Over Dumbbell Row,Back,30.0,10,,,,""
2019-09-21,Bent Over Dumbbell Row,Back,30.0,9,,,,""
2019-09-21,Bent Over Dumbbell Row,Back,30.0,16,,,,"8,4,4"
2019-09-21,Dorian Row,Back,30.0,15,,,,""
2019-09-21,Dorian Row,Back,35.0,12,,,,""
2019-09-21,Dorian Row,Back,40.0,19,,,,"8,5,6"
2019-09-21,Barbell Shrug,Back,20.0,9,,,,""
2019-09-21,Barbell Shrug,Back,20.0,8,,,,""
2019-09-21,Barbell Shrug,Back,20.0,22,,,,"8,7,7"
2019-09-21,Reverse Barbell Curl,Biceps,10.0,12,,,,""
2019-09-21,Reverse Barbell Curl,Biceps,10.0,12,,,,""
2019-09-21,Reverse Barbell Curl,Biceps,10.0,12,,,,""
2019-09-21,Machine Preacher Curl,Biceps,10.0,12,,,,""
2019-09-21,Machine Preacher Curl,Biceps,10.0,9,,,,""
2019-09-21,Machine Preacher Curl,Biceps,10.0,9,,,,""
2019-09-21,Farmer Walk,Conditioning Work,80.0,4,,,,""
2019-09-21,Treadmill,Cardio,,,1.17,km,0:11:00,""
2019-09-21,Barbell Shrug,Back,10.0,16,,,,""
2019-09-21,Barbell Shrug,Back,10.0,13,,,,""
2019-09-21,Machine Preacher Curl,Biceps,10.0,6,,,,""
2019-09-21,Farmer Walk,Conditioning Work,80.0,3,,,,""
2019-09-21,Farmer Walk,Conditioning Work,80.0,1,,,,""
2019-09-22,Leg Extension Machine,Legs,20.0,14,,,,""
2019-09-22,Leg Extension Machine,Legs,25.0,13,,,,""
2019-09-22,Leg Extension Machine,Legs,30.0,9,,,,"30-9,25-8,20-10"
2019-09-22,Seated Machine Fly,Chest,50.0,10,,,,""
2019-09-22,Seated Machine Fly,Chest,50.0,10,,,,""
2019-09-22,Seated Machine Fly,Chest,50.0,8,,,,""
2019-09-22,Seated Machine Fly,Chest,50.0,6,,,,"Litile shoulder pain"
2019-09-22,Seated Dumbbell Press,Shoulders,20.0,8,,,,""
2019-09-22,Seated Dumbbell Press,Shoulders,20.0,8,,,,""
2019-09-22,Seated Dumbbell Press,Shoulders,20.0,14,,,,"8,3,3"
2019-09-22,Glute Bridge,Legs,0.0,25,,,,""
2019-09-22,Glute Bridge,Legs,0.0,25,,,,""
2019-09-22,Glute Bridge,Legs,0.0,25,,,,""
2019-09-22,Prawler Push,Conditioning Work,80.0,2,,,,""
2019-09-22,Prawler Push,Conditioning Work,80.0,2,,,,""
2019-09-22,Prawler Push,Conditioning Work,80.0,2,,,,""
2019-09-22,Treadmill,Cardio,,,2.41,km,0:21:00,""
2019-09-23,Leg Press Calf,Calfs,40.0,15,,,,""
2019-09-23,Leg Press Calf,Calfs,40.0,18,,,,""
2019-09-23,Leg Press Calf,Calfs,40.0,18,,,,""
2019-09-23,Trap Bar Deadlift,Back,80.0,10,,,,""
2019-09-23,Trap Bar Deadlift,Back,80.0,11,,,,""
2019-09-23,Trap Bar Deadlift,Back,80.0,11,,,,""
2019-09-23,Supinated Lat Pulldown,Back,55.0,15,,,,""
2019-09-23,Supinated Lat Pulldown,Back,60.0,10,,,,""
2019-09-23,Supinated Lat Pulldown,Back,65.0,9,,,,"65-9,55-9,45-8 improve form"
2019-09-23,Seated Cable Row,Back,50.0,8,,,,""
2019-09-23,Seated Cable Row,Back,50.0,9,,,,""
2019-09-23,Seated Cable Row,Back,50.0,7,,,,""
2019-09-23,Barbell Shrug,Back,15.0,12,,,,""
2019-09-23,Barbell Shrug,Back,15.0,13,,,,""
2019-09-23,Barbell Shrug,Back,15.0,15,,,,""
2019-09-23,Reverse Barbell Curl,Biceps,10.0,14,,,,""
2019-09-23,Reverse Barbell Curl,Biceps,10.0,14,,,,""
2019-09-23,Reverse Barbell Curl,Biceps,10.0,11,,,,""
2019-09-23,Dumbbell Hammer Curl,Biceps,10.0,10,,,,""
2019-09-23,Dumbbell Hammer Curl,Biceps,10.0,17,,,,""
2019-09-23,Dumbbell Hammer Curl,Biceps,12.5,11,,,,"12,5-11,10-7,7.5-7"
2019-09-23,Leg Press Calf,Calfs,40.0,36,,,,"15,12,9"
2019-09-23,Trap Bar Deadlift,Back,100.0,7,,,,""
2019-09-23,Barbell Shrug,Back,15.0,34,,,,"15,10,9"
2019-09-24,Leg Press,Legs,60.0,15,,,,""
2019-09-24,Leg Press,Legs,80.0,15,,,,""
2019-09-24,Leg Press,Legs,80.0,15,,,,""
2019-09-24,Hack Squat Machine,Legs,20.0,12,,,,""
2019-09-24,Hack Squat Machine,Legs,30.0,10,,,,""
2019-09-24,Hack Squat Machine,Legs,30.0,7,,,,""
2019-09-24,Romain Chair,Abs,,11,,,,""
2019-09-24,Romain Chair,Abs,,11,,,,""
2019-09-24,Romain Chair,Abs,,14,,,,""
2019-09-24,Romain Chair,Abs,,15,,,,""
2019-09-24,Glute Bridge,Legs,0.0,20,,,,"Unilateral"
2019-09-24,Glute Bridge,Legs,0.0,20,,,,""
2019-09-24,Glute Bridge,Legs,0.0,24,,,,""
2019-09-24,Incline Dumbbell Bench Press,Chest,20.0,6,,,,""
2019-09-24,Incline Dumbbell Bench Press,Chest,20.0,6,,,,""
2019-09-24,Incline Dumbbell Bench Press,Chest,20.0,7,,,,""
2019-09-24,Front Dumbbell Raise,Shoulders,5.0,10,,,,""
2019-09-24,Front Dumbbell Raise,Shoulders,5.0,10,,,,""
2019-09-24,Straight-Arm Cable Pushdown,Triceps,45.0,12,,,,""
2019-09-24,Straight-Arm Cable Pushdown,Triceps,45.0,12,,,,""
2019-09-24,Straight-Arm Cable Pushdown,Triceps,45.0,9,,,,"45-9,35-8,25-12"
2019-09-24,Front Dumbbell Raise,Shoulders,5.0,6,,,,""
2019-09-24,Treadmill,Cardio,,,1.14,km,0:10:00,""
2019-09-26,Seated Calf Raise Machine,Calfs,25.0,20,,,,""
2019-09-26,Seated Calf Raise Machine,Calfs,25.0,20,,,,""
2019-09-26,Seated Calf Raise Machine,Calfs,25.0,34,,,,"15,10,9"
2019-09-26,Romanian Deadlift,Legs,25.0,14,,,,""
2019-09-26,Romanian Deadlift,Legs,25.0,15,,,,""
2019-09-26,Romanian Deadlift,Legs,30.0,25,,,,"8,8,9"
2019-09-26,Neutral Grip Lat Pulldown,Back,55.0,14,,,,""
2019-09-26,Neutral Grip Lat Pulldown,Back,55.0,15,,,,""
2019-09-26,Neutral Grip Lat Pulldown,Back,60.0,6,,,,""
2019-09-26,Rear Delt Machine Fly,Shoulders,45.0,11,,,,""
2019-09-26,Rear Delt Machine Fly,Shoulders,45.0,11,,,,""
2019-09-26,Rear Delt Machine Fly,Shoulders,50.0,7,,,,"110-7,77-9,44-11"
2019-09-26,Barbell Shrug,Back,15.0,15,,,,""
2019-09-26,Barbell Shrug,Back,15.0,15,,,,""
2019-09-26,Barbell Shrug,Back,15.0,35,,,,"15,10,10"
2019-09-26,Reverse Barbell Curl,Biceps,10.0,15,,,,""
2019-09-26,Reverse Barbell Curl,Biceps,10.0,15,,,,""
2019-09-26,Reverse Barbell Curl,Biceps,10.0,11,,,,""
2019-09-26,EZ-Bar Curl,Biceps,20.0,5,,,,""
2019-09-26,EZ-Bar Curl,Biceps,20.0,5,,,,""
2019-09-26,EZ-Bar Curl,Biceps,20.0,11,,,,"5,3,3"
2019-09-27,Barbell Front Squat,Legs,40.0,12,,,,""
2019-09-27,Barbell Front Squat,Legs,40.0,12,,,,""
2019-09-27,Barbell Front Squat,Legs,45.0,19,,,,"8,7,4"
2019-09-27,Flat Chest Machine,Chest,30.0,11,,,,""
2019-09-27,Flat Chest Machine,Chest,40.0,8,,,,""
2019-09-27,Flat Chest Machine,Chest,40.0,8,,,,""
2019-09-27,Flat Chest Machine,Chest,40.0,10,,,,"6,2,2"
2019-09-27,One-Arm Standing Dumbbell Press,Shoulders,15.0,12,,,,""
2019-09-27,One-Arm Standing Dumbbell Press,Shoulders,15.0,12,,,,""
2019-09-27,One-Arm Standing Dumbbell Press,Shoulders,17.5,16,,,,"8,5,3"
2019-09-27,Lateral Machine Raise,Shoulders,20.0,18,,,,""
2019-09-27,Lateral Machine Raise,Shoulders,20.0,12,,,,""
2019-09-27,Lateral Machine Raise,Shoulders,20.0,16,,,,"44-16,33-9,22-14,15"
2019-09-27,Lying Triceps Extension,Triceps,25.0,14,,,,""
2019-09-27,Lying Triceps Extension,Triceps,25.0,14,,,,""
2019-09-27,Lying Triceps Extension,Triceps,25.0,6,,,,""
2019-09-27,Treadmill,Cardio,,,1.69,km,0:15:00,""
2019-09-27,Glute Bridge,Legs,0.0,24,,,,"Unilateral"
2019-09-27,Glute Bridge,Legs,0.0,24,,,,""
2019-09-27,Glute Bridge,Legs,0.0,26,,,,""
2019-09-27,Empty Vaccum Hold,Abs,,,,,0:00:20,""
2019-09-27,Empty Vaccum Hold,Abs,,,,,0:00:25,""
2019-09-27,Empty Vaccum Hold,Abs,,,,,0:00:20,""
2019-09-28,Seated Calf Raise Machine,Calfs,25.0,21,,,,""
2019-09-28,Seated Calf Raise Machine,Calfs,25.0,22,,,,""
2019-09-28,Seated Calf Raise Machine,Calfs,25.0,37,,,,"16,11,10"
2019-09-28,Seated Leg Curl Machine,Hamstring,25.0,17,,,,""
2019-09-28,Seated Leg Curl Machine,Hamstring,30.0,10,,,,""
2019-09-28,Seated Leg Curl Machine,Hamstring,30.0,11,,,,"66-11,55-10,44-11"
2019-09-28,Bent Over Dumbbell Row,Back,30.0,11,,,,""
2019-09-28,Bent Over Dumbbell Row,Back,30.0,11,,,,""
2019-09-28,Bent Over Dumbbell Row,Back,30.0,19,,,,"9,5, 5"
2019-09-28,Dorian Row,Back,40.0,10,,,,""
2019-09-28,Dorian Row,Back,40.0,11,,,,""
2019-09-28,Dorian Row,Back,40.0,20,,,,"9,5,6"
2019-09-28,Barbell Shrug,Back,15.0,15,,,,""
2019-09-28,Barbell Shrug,Back,15.0,15,,,,""
2019-09-28,Barbell Shrug,Back,15.0,34,,,,"15,10,9"
2019-09-28,Reverse Barbell Curl,Biceps,10.0,16,,,,""
2019-09-28,Reverse Barbell Curl,Biceps,10.0,16,,,,""
2019-09-28,Reverse Barbell Curl,Biceps,10.0,11,,,,""
2019-09-28,Machine Preacher Curl,Biceps,10.0,11,,,,""
2019-09-28,Machine Preacher Curl,Biceps,10.0,8,,,,""
2019-09-28,Machine Preacher Curl,Biceps,10.0,7,,,,""
2019-09-28,Farmer Walk,Conditioning Work,80.0,4,,,,""
2019-09-28,Farmer Walk,Conditioning Work,80.0,3,,,,""
2019-09-28,Farmer Walk,Conditioning Work,80.0,3,,,,""
2019-09-28,Treadmill,Cardio,,,1.35,km,0:12:00,""
2019-09-28,Machine Preacher Curl,Biceps,10.0,4,,,,""
2019-09-29,Leg Extension Machine,Legs,20.0,15,,,,""
2019-09-29,Leg Extension Machine,Legs,25.0,14,,,,""
2019-09-29,Leg Extension Machine,Legs,30.0,11,,,,"30-11,25-10,20-11"
2019-09-29,Seated Machine Fly,Chest,50.0,12,,,,""
2019-09-29,Seated Machine Fly,Chest,50.0,12,,,,""
2019-09-29,Seated Machine Fly,Chest,50.0,8,,,,""
2019-09-29,Seated Machine Fly,Chest,50.0,7,,,,"Mtor"
2019-09-29,Seated Dumbbell Press,Shoulders,20.0,9,,,,""
2019-09-29,Seated Dumbbell Press,Shoulders,20.0,9,,,,""
2019-09-29,Seated Dumbbell Press,Shoulders,20.0,16,,,,"8,4,,4"
2019-09-29,Glute Bridge,Legs,0.0,24,,,,""
2019-09-29,Glute Bridge,Legs,0.0,24,,,,""
2019-09-29,Glute Bridge,Legs,0.0,28,,,,""
2019-09-29,Prawler Push,Conditioning Work,90.0,2,,,,""
2019-09-29,Prawler Push,Conditioning Work,90.0,2,,,,""
2019-09-29,Prawler Push,Conditioning Work,90.0,2,,,,""
2019-09-29,Treadmill,Cardio,,,1.12,km,0:10:00,""
2019-09-30,Leg Press Calf,Calfs,40.0,16,,,,""
2019-09-30,Leg Press Calf,Calfs,40.0,16,,,,""
2019-09-30,Leg Press Calf,Calfs,40.0,17,,,,"40-17,20-13,10-10"
2019-09-30,Trap Bar Deadlift,Back,80.0,13,,,,""
2019-09-30,Trap Bar Deadlift,Back,80.0,13,,,,""
2019-09-30,Trap Bar Deadlift,Back,100.0,9,,,,""
2019-09-30,Trap Bar Deadlift,Back,100.0,7,,,,""
2019-09-30,Trap Bar Shrugs,Back,40.0,12,,,,""
2019-09-30,Trap Bar Shrugs,Back,40.0,12,,,,""
2019-09-30,Trap Bar Shrugs,Back,40.0,12,,,,""
2019-09-30,Supinated Lat Pulldown,Back,60.0,11,,,,""
2019-09-30,Supinated Lat Pulldown,Back,60.0,12,,,,""
2019-09-30,Supinated Lat Pulldown,Back,60.0,9,,,,"60-9,55-5,45-9"
2019-09-30,Seated Cable Row,Back,50.0,10,,,,""
2019-09-30,Seated Cable Row,Back,50.0,10,,,,""
2019-09-30,Seated Cable Row,Back,50.0,7,,,,""
2019-09-30,Reverse Barbell Curl,Biceps,10.0,17,,,,""
2019-09-30,Reverse Barbell Curl,Biceps,15.0,9,,,,""
2019-09-30,Reverse Barbell Curl,Biceps,15.0,8,,,,""
2019-09-30,Dumbbell Hammer Curl,Biceps,12.5,9,,,,""
2019-09-30,Dumbbell Hammer Curl,Biceps,12.5,11,,,,""
2019-09-30,Dumbbell Hammer Curl,Biceps,12.5,15,,,,"12.5-15,10-10,7.5-10"
2019-10-01,Leg Press,Legs,80.0,16,,,,""
2019-10-01,Leg Press,Legs,80.0,13,,,,""
2019-10-01,Leg Press,Legs,80.0,10,,,,""
2019-10-01,Hack Squat Machine,Legs,20.0,12,,,,""
2019-10-01,Hack Squat Machine,Legs,30.0,12,,,,""
2019-10-01,Hack Squat Machine,Legs,30.0,8,,,,""
2019-10-01,Seated Machine Fly,Chest,50.0,14,,,,""
2019-10-01,Seated Machine Fly,Chest,55.0,9,,,,""
2019-10-01,Seated Machine Fly,Chest,55.0,6,,,,""
2019-10-01,Seated Machine Fly,Chest,50.0,6,,,,"Drop set:50-6,40-3,30-3"
2019-10-01,Front Dumbbell Raise,Shoulders,5.0,12,,,,""
2019-10-01,Front Dumbbell Raise,Shoulders,5.0,14,,,,""
2019-10-01,Front Dumbbell Raise,Shoulders,5.0,10,,,,""
2019-10-01,Straight-Arm Cable Pushdown,Triceps,45.0,15,,,,""
2019-10-01,Straight-Arm Cable Pushdown,Triceps,45.0,12,,,,""
2019-10-01,Straight-Arm Cable Pushdown,Triceps,45.0,9,,,,"45-9,35-7,25-8 bad from previous"
2019-10-01,Romain Chair,Abs,,11,,,,""
2019-10-01,Romain Chair,Abs,,11,,,,""
2019-10-01,Romain Chair,Abs,,11,,,,""
2019-10-01,Romain Chair,Abs,,12,,,,""
2019-10-01,Leg Press,Legs,80.0,6,,,,""
2019-10-02,Seated Calf Raise Machine,Calfs,25.0,22,,,,""
2019-10-02,Seated Calf Raise Machine,Calfs,25.0,22,,,,""
2019-10-02,Seated Calf Raise Machine,Calfs,25.0,13,,,,"A1: mtor,and strech"
2019-10-02,Trap Bar Romain Deadlift,Hamstring,40.0,12,,,,""
2019-10-02,Trap Bar Romain Deadlift,Hamstring,60.0,11,,,,""
2019-10-02,Trap Bar Romain Deadlift,Hamstring,60.0,23,,,,"10,7,6"
